lcat,x,y,across,x1,y1,cos,sin,culvert,along
22.0,231720.34756630898,5139428.7864803355,10.0,231720.03594496456,5139418.791336908,0.03116213444097253,0.9995143427570625,0.0,0.0
22.0,231710.32173037226,5139428.098572648,9.0,231710.04127125413,5139419.10294356,0.031162124237620513,0.9995143430751753,0.0,10.0
22.0,231700.32705655,5139428.410179303,9.0,231700.04659733977,5139419.414550218,0.031162134472701275,0.9995143427560733,0.0,20.0
22.0,231690.3635448725,5139429.721300305,10.0,231690.05192353707,5139419.726156877,0.031162133542239366,0.9995143427850827,0.0,30.0
22.0,231680.33770893625,5139429.0333926175,9.0,231680.0572498181,5139420.037763529,0.0311621242367139,0.9995143430752035,0.0,40.0
22.0,231670.3741972485,5139430.344513616,10.0,231670.06257590378,5139420.349370188,0.031162134471794885,0.9995143427561016,0.0,50.0
22.0,231660.38200980402,5139430.71895762,10.0,231659.90291149684,5139420.730440972,0.047909830718106894,0.9988516647233273,0.0,60.0
22.0,231650.39396246098,5139431.1980334,10.0,231649.9148641538,5139421.2095167525,0.047909830718106894,0.9988516647233273,0.0,70.0
22.0,231640.405915119,5139431.67710918,10.0,231639.9268168118,5139421.688592533,0.047909830718106894,0.9988516647233273,0.0,80.0
22.0,231630.3699579453,5139431.157333295,9.0,231629.93876946883,5139422.167668313,0.047909830718106894,0.9988516647233273,0.0,90.0
22.0,231620.42982043402,5139432.635260745,10.0,231619.95072221977,5139422.646744093,0.04790982142582165,0.9988516651690309,0.0,100.0
22.0,231610.39386327012,5139432.11548486,9.0,231609.96267487772,5139423.125819873,0.04790982137707273,0.9988516651713691,0.0,110.0
22.0,231600.454294011,5139433.604291855,10.0,231599.89018220556,5139423.62021564,0.05641118054344754,0.9984076215202359,0.0,120.0
22.0,231590.470686892,5139434.168377155,10.0,231589.90657509584,5139424.18430094,0.05641117961504521,0.9984076215726917,0.0,130.0
22.0,231580.42258641348,5139433.770631184,9.0,231579.82219502731,5139424.790679615,0.06671015401968937,0.9977723965668068,0.0,140.0
22.0,231570.51204140048,5139435.43547378,10.0,231569.844939851,5139425.457749815,0.06671015494691103,0.9977723965048136,0.0,150.0
22.0,231560.42959177896,5139435.423836999,9.0,231559.1950592224,5139426.508909665,0.13717028406058057,0.9905474815326824,0.0,160.0
22.0,231550.661752649,5139437.78602285,10.0,231549.29004979922,5139427.880548037,0.13717028497837733,0.9905474814055865,0.0,170.0
22.0,231540.68026684082,5139439.025536088,9.0,231538.55403762907,5139430.28030028,0.23624769019376923,0.9716928675657287,0.0,180.0
22.0,231531.0348315545,5139440.765320761,9.0,231530.56229274205,5139431.777734485,0.05250431249446066,0.9986206973468374,0.0,190.0
22.0,231521.05358986856,5139441.214117438,9.0,231520.65288744585,5139432.223041997,0.044522491413762466,0.9990083822262511,0.0,200.0
