cat,lcat,along,elev
1,1,0,275.1816
2,1,0.999833398383926,275.5085
3,1,1.99966679676785,275.4268
4,1,2.99950019515178,275.2514
5,1,3.99933359353571,275.222
6,1,4.99916699191963,275.1923
7,1,5.99900039030356,275.1099
8,1,6.99883378868749,275.0129
9,1,7.99866718707141,274.9239
10,1,8.99850058545534,274.9142
11,1,9.99833398383926,274.9153
12,1,10.9981673822232,274.9008
13,1,11.9980007806071,274.9163
14,1,12.997834178991,274.925
15,1,13.997667577375,274.896
16,1,14.9975009757589,274.8992
17,1,15.9973343741428,274.8994
18,1,16.9971677725268,274.931
19,1,17.9970011709107,274.9213
20,1,18.9968345692946,274.9317
21,1,19.9966679676785,274.9799
22,1,20.9965013660625,274.9641
23,1,21.9963347644464,275.1498
24,1,22.9961681628303,275.2603
25,1,23.9960015612142,275.2224
26,1,24.9958349595982,275.0723
27,1,25.9956683579821,275.0636
28,1,26.995501756366,275.0632
29,1,27.9953351547499,275.2113
30,1,28.9951685531339,275.2548
31,1,29.9950019515178,275.1441
32,1,30.9948353499017,275.0694
33,1,31.9946687482856,275.217
34,1,32.9945021466696,275.2061
35,1,33.9943355450535,275.1632
36,1,34.9941689434374,275.2401
37,1,35.9940023418214,275.434
38,1,36.9938357402053,275.5798
39,1,37.9936691385892,275.6677
40,1,38.9935025369731,275.6677
41,1,39.9933359353571,275.6341
42,1,40.993169333741,275.651
43,1,41.9930027321249,275.6355
44,1,42.9928361305088,275.6336
45,1,43.9926695288928,275.6475
46,1,44.9925029272767,275.6384
47,1,45.9923363256606,275.6173
48,1,46.9921697240445,275.6343
49,1,47.9920031224285,275.6467
50,1,48.9918365208124,275.6236
51,1,49.9916699191963,275.5945
52,1,50.9915033175803,275.6054
53,1,51.9913367159642,275.6055
54,1,52.9911701143481,275.6008
55,1,53.991003512732,275.6048
56,1,54.990836911116,275.6099
57,1,55.9906703094999,275.6457
58,1,56.9905037078838,275.6775
59,1,57.9903371062677,275.6925
60,1,58.9901705046517,275.7047
61,1,59.9900039030356,275.6946
62,1,60.9898373014195,275.6815
63,1,61.9896706998034,275.6706
64,1,62.9895040981874,275.6739
